	ensg	entrez_v99	gene_name_v99	ensg_v99
8479	ENSG00000003436	7035	TFPI	ENSG00000003436.16
8480	ENSG00000013441	1195	CLK1	ENSG00000013441.16
8481	ENSG00000018510	8540	AGPS	ENSG00000018510.16
8482	ENSG00000023228	4719	NDUFS1	ENSG00000023228.14
8483	ENSG00000055044	51602	NOP58	ENSG00000055044.11
8484	ENSG00000061676	10787	NCKAP1	ENSG00000061676.15
8485	ENSG00000064012	841	CASP8	ENSG00000064012.22
8486	ENSG00000064933	5378	PMS1	ENSG00000064933.17
8487	ENSG00000064989	10203	CALCRL	ENSG00000064989.13
8488	ENSG00000065413	91526	ANKRD44	ENSG00000065413.20
8489	ENSG00000065548	55854	ZC3H15	ENSG00000065548.18
8490	ENSG00000077232	54431	DNAJC10	ENSG00000077232.18
8491	ENSG00000079150	51661	FKBP7	ENSG00000079150.18
8492	ENSG00000079156	114880	OSBPL6	ENSG00000079156.17
8493	ENSG00000081320	9262	STK17B	ENSG00000081320.11
8494	ENSG00000082126	58538	MPP4	ENSG00000082126.18
8495	ENSG00000082146	55437	STRADB	ENSG00000082146.13
8496	ENSG00000082153	9689	BZW1	ENSG00000082153.18
8497	ENSG00000114933	54891	INO80D	ENSG00000114933.16
8498	ENSG00000114942	1933	EEF1B2	ENSG00000114942.14
8499	ENSG00000114948	8745	ADAM23	ENSG00000114948.13
8500	ENSG00000115232	3676	ITGA4	ENSG00000115232.14
8501	ENSG00000115252	5136	PDE1A	ENSG00000115252.18
8502	ENSG00000115368	84128	WDR75	ENSG00000115368.10
8503	ENSG00000115415	6772	STAT1	ENSG00000115415.19
8504	ENSG00000115419	2744	GLS	ENSG00000115419.13
8505	ENSG00000115520	80219	COQ10B	ENSG00000115520.8
8506	ENSG00000115524	23451	SF3B1	ENSG00000115524.16
8507	ENSG00000115540	25843	MOB4	ENSG00000115540.15
8508	ENSG00000115541	3336	HSPE1	ENSG00000115541.11
8509	ENSG00000115896	5334	PLCL1	ENSG00000115896.16
8510	ENSG00000115942	4999	ORC2	ENSG00000115942.9
8511	ENSG00000115993	66008	TRAK2	ENSG00000115993.13
8512	ENSG00000116030	7341	SUMO1	ENSG00000116030.16
8513	ENSG00000116044	4780	NFE2L2	ENSG00000116044.16
8514	ENSG00000116095	65977	PLEKHA3	ENSG00000116095.11
8515	ENSG00000116117	117583	PARD3B	ENSG00000116117.18
8516	ENSG00000118257	8828	NRP2	ENSG00000118257.16
8517	ENSG00000118997	56171	DNAH7	ENSG00000118997.14
8518	ENSG00000119004	57404	CYP20A1	ENSG00000119004.16
8519	ENSG00000119013	4709	NDUFB3	ENSG00000119013.9
8520	ENSG00000119041	9330	GTF3C3	ENSG00000119041.11
8521	ENSG00000119042	23314	SATB2	ENSG00000119042.17
8522	ENSG00000128641	4430	MYO1B	ENSG00000128641.19
8523	ENSG00000128645	3231	HOXD1	ENSG00000128645.15
8524	ENSG00000128652	3232	HOXD3	ENSG00000128652.11
8525	ENSG00000128654	10651	MTX2	ENSG00000128654.14
8526	ENSG00000128655	50940	PDE11A	ENSG00000128655.18
8527	ENSG00000128694	64172	OSGEPL1	ENSG00000128694.12
8528	ENSG00000128699	94101	ORMDL1	ENSG00000128699.14
8529	ENSG00000128709	3235	HOXD9	ENSG00000128709.13
8530	ENSG00000128710	3236	HOXD10	ENSG00000128710.5
8531	ENSG00000128713	3237	HOXD11	ENSG00000128713.14
8532	ENSG00000128714	3239	HOXD13	ENSG00000128714.6
8533	ENSG00000138356	316	AOX1	ENSG00000138356.14
8534	ENSG00000138378	6775	STAT4	ENSG00000138378.19
8535	ENSG00000138379	2660	MSTN	ENSG00000138379.5
8536	ENSG00000138380	79800	CARF	ENSG00000138380.18
8537	ENSG00000138381	54529	ASNSD1	ENSG00000138381.10
8538	ENSG00000138386	4664	NAB1	ENSG00000138386.17
8539	ENSG00000138395	65061	CDK15	ENSG00000138395.16
8540	ENSG00000138411	57520	HECW2	ENSG00000138411.13
8541	ENSG00000138434	6744	ITPRID2	ENSG00000138434.17
8542	ENSG00000138439	150864	FAM117B	ENSG00000138439.12
8543	ENSG00000138442	55759	WDR12	ENSG00000138442.9
8544	ENSG00000138443	10152	ABI2	ENSG00000138443.16
8545	ENSG00000138448	3685	ITGAV	ENSG00000138448.12
8546	ENSG00000138449	30061	SLC40A1	ENSG00000138449.10
8547	ENSG00000144331	151126	ZNF385B	ENSG00000144331.20
8548	ENSG00000144339	23671	TMEFF2	ENSG00000144339.12
8549	ENSG00000144366	51454	GULP1	ENSG00000144366.16
8550	ENSG00000144369	165215	FAM171B	ENSG00000144369.13
8551	ENSG00000144381	3329	HSPD1	ENSG00000144381.17
8552	ENSG00000144395	284992	CCDC150	ENSG00000144395.18
8553	ENSG00000144426	65065	NBEAL1	ENSG00000144426.18
8554	ENSG00000150722	151242	PPP1R1C	ENSG00000150722.10
8555	ENSG00000151687	150709	ANKAR	ENSG00000151687.14
8556	ENSG00000151689	3628	INPP1	ENSG00000151689.13
8557	ENSG00000151690	54842	MFSD6	ENSG00000151690.15
8558	ENSG00000152430	66037	BOLL	ENSG00000152430.17
8559	ENSG00000155636	129831	RBM45	ENSG00000155636.15
8560	ENSG00000155657	7273	TTN	ENSG00000155657.26
8561	ENSG00000155729	130535	KCTD18	ENSG00000155729.13
8562	ENSG00000155744	285172	FAM126B	ENSG00000155744.9
8563	ENSG00000155749	130540	FLACC1	ENSG00000155749.12
8564	ENSG00000155754	151254	C2CD6	ENSG00000155754.15
8565	ENSG00000155755	65062	TMEM237	ENSG00000155755.19
8566	ENSG00000155760	8324	FZD7	ENSG00000155760.2
8568	ENSG00000162944	130132	RFTN2	ENSG00000162944.11
8569	ENSG00000162971	129450	TYW5	ENSG00000162971.11
8570	ENSG00000162972	79568	MAIP1	ENSG00000162972.10
8571	ENSG00000162992	4760	NEUROD1	ENSG00000162992.3
8572	ENSG00000162998	2487	FRZB	ENSG00000162998.5
8573	ENSG00000162999	142679	DUSP19	ENSG00000162999.13
8574	ENSG00000163002	129401	NUP35	ENSG00000163002.13
8575	ENSG00000163012	151112	ZSWIM2	ENSG00000163012.4
8577	ENSG00000163492	285025	CCDC141	ENSG00000163492.15
8578	ENSG00000163510	57703	CWC22	ENSG00000163510.14
8579	ENSG00000163535	151246	SGO2	ENSG00000163535.18
8580	ENSG00000163596	130026	ICA1L	ENSG00000163596.16
8581	ENSG00000163599	1493	CTLA4	ENSG00000163599.17
8582	ENSG00000163600	29851	ICOS	ENSG00000163600.13
8583	ENSG00000168497	8436	CAVIN2	ENSG00000168497.5
8584	ENSG00000168542	1281	COL3A1	ENSG00000168542.15
8585	ENSG00000170035	10477	UBE2E3	ENSG00000170035.16
8586	ENSG00000170144	220988	HNRNPA3	ENSG00000170144.20
8587	ENSG00000170166	3233	HOXD4	ENSG00000170166.6
8588	ENSG00000170178	3238	HOXD12	ENSG00000170178.7
8589	ENSG00000170396	91752	ZNF804A	ENSG00000170396.8
8590	ENSG00000173166	65059	RAPH1	ENSG00000173166.18
8591	ENSG00000173559	64859	NABP1	ENSG00000173559.13
8593	ENSG00000175879	3234	HOXD8	ENSG00000175879.9
8595	ENSG00000178074	205327	C2orf69	ENSG00000178074.6
8596	ENSG00000178562	940	CD28	ENSG00000178562.18
8598	ENSG00000180228	8575	PRKRA	ENSG00000180228.13
8599	ENSG00000182329	100652824	KIAA2012	ENSG00000182329.14
8601	ENSG00000183671	2825	GPR1	ENSG00000183671.12
8602	ENSG00000187231	91404	SESTD1	ENSG00000187231.14
8603	ENSG00000187699	84281	C2orf88	ENSG00000187699.10
8604	ENSG00000187944	401027	C2orf66	ENSG00000187944.3
8605	ENSG00000188452	375298	CERKL	ENSG00000188452.14
8606	ENSG00000188738	401024	FSIP2	ENSG00000188738.15
8607	ENSG00000189362	100131211	NEMP2	ENSG00000189362.12
8608	ENSG00000196141	26010	SPATS2L	ENSG00000196141.14
8609	ENSG00000196290	60491	NIF3L1	ENSG00000196290.15
8610	ENSG00000196659	150737	TTC30B	ENSG00000196659.10
8611	ENSG00000196950	57181	SLC39A10	ENSG00000196950.14
8612	ENSG00000197121	80055	PGAP1	ENSG00000197121.15
8613	ENSG00000197557	92104	TTC30A	ENSG00000197557.7
8614	ENSG00000198130	26275	HIBCH	ENSG00000198130.16
8631	ENSG00000204186	57683	ZDBF2	ENSG00000204186.10
8633	ENSG00000204217	659	BMPR2	ENSG00000204217.15
8635	ENSG00000204262	1290	COL5A2	ENSG00000204262.14
8636	ENSG00000204311	494513	PJVK	ENSG00000204311.14
8693	ENSG00000223960	101927027	CHROMR	ENSG00000223960.7
8728	ENSG00000226124	348751	FTCDNL1	ENSG00000226124.7
8741	ENSG00000227098	105373757	AC073636.1	ENSG00000227098.2
8787	ENSG00000232125	391475	DYTN	ENSG00000232125.4
8789	ENSG00000232227	112268441	AC013401.1	ENSG00000232227.5
8802	ENSG00000233654	105376748	AC108047.1	ENSG00000233654.2
8816	ENSG00000235118	200726	FAM237A	ENSG00000235118.8
8862	ENSG00000240344	53938	PPIL3	ENSG00000240344.9
8870	ENSG00000247626	92935	MARS2	ENSG00000247626.5
8901	ENSG00000270757	100529241	HSPE1-MOB4	ENSG00000270757.1
8942	ENSG00000283839	105373780	AC096667.1	ENSG00000283839.1
8948	ENSG00000284741	50940	PDE11A	ENSG00000284741.1
8950	ENSG00000286053	110599588	ASDURF	ENSG00000286053.1
8974	ENSG00000018280	6556	SLC11A1	ENSG00000018280.17
8975	ENSG00000021826	1373	CPS1	ENSG00000021826.17
8976	ENSG00000030419	22807	IKZF2	ENSG00000030419.16
8977	ENSG00000036257	8452	CUL3	ENSG00000036257.13
8978	ENSG00000042304	56918	C2orf83	ENSG00000042304.11
8979	ENSG00000054356	5798	PTPRN	ENSG00000054356.14
8980	ENSG00000066248	25791	NGEF	ENSG00000066248.15
8981	ENSG00000067066	6672	SP100	ENSG00000067066.17
8982	ENSG00000072182	55515	ASIC4	ENSG00000072182.12
8983	ENSG00000072195	10290	SPEG	ENSG00000072195.15
8984	ENSG00000074582	617	BCS1L	ENSG00000074582.14
8985	ENSG00000078018	4133	MAP2	ENSG00000078018.20
8986	ENSG00000079246	7520	XRCC5	ENSG00000079246.16
8987	ENSG00000079263	11262	SP140	ENSG00000079263.19
8988	ENSG00000079308	7145	TNS1	ENSG00000079308.19
8989	ENSG00000081052	1286	COL4A4	ENSG00000081052.13
8990	ENSG00000085449	57590	WDFY1	ENSG00000085449.15
8991	ENSG00000114923	6508	SLC4A3	ENSG00000114923.17
8992	ENSG00000115009	6364	CCL20	ENSG00000115009.13
8993	ENSG00000115020	200576	PIKFYVE	ENSG00000115020.17
8994	ENSG00000115053	4691	NCL	ENSG00000115053.16
8995	ENSG00000115361	33	ACADL	ENSG00000115361.8
8996	ENSG00000115365	10314	LANCL1	ENSG00000115365.12
8997	ENSG00000115414	2335	FN1	ENSG00000115414.20
8998	ENSG00000115425	55825	PECR	ENSG00000115425.14
8999	ENSG00000115457	3485	IGFBP2	ENSG00000115457.10
9000	ENSG00000115461	3488	IGFBP5	ENSG00000115461.5
9001	ENSG00000115468	80303	EFHD1	ENSG00000115468.12
9002	ENSG00000115474	3769	KCNJ13	ENSG00000115474.7
9003	ENSG00000115488	4759	NEU2	ENSG00000115488.3
9004	ENSG00000115556	84812	PLCD4	ENSG00000115556.14
9005	ENSG00000115568	7701	ZNF142	ENSG00000115568.15
9006	ENSG00000115592	53632	PRKAG3	ENSG00000115592.11
9007	ENSG00000115596	7475	WNT6	ENSG00000115596.4
9008	ENSG00000115649	27013	CNPPD1	ENSG00000115649.16
9009	ENSG00000115657	10058	ABCB6	ENSG00000115657.14
9010	ENSG00000115661	8576	STK16	ENSG00000115661.14
9011	ENSG00000116106	2043	EPHA4	ENSG00000116106.12
9012	ENSG00000116120	10056	FARSB	ENSG00000116120.11
9013	ENSG00000118231	1421	CRYGD	ENSG00000118231.5
9014	ENSG00000118242	55686	MREG	ENSG00000118242.16
9015	ENSG00000118245	7141	TNP1	ENSG00000118245.2
9016	ENSG00000118246	22868	FASTKD2	ENSG00000118246.14
9017	ENSG00000118260	1385	CREB1	ENSG00000118260.15
9018	ENSG00000118263	8609	KLF7	ENSG00000118263.15
9019	ENSG00000123977	164781	DAW1	ENSG00000123977.10
9020	ENSG00000123983	2181	ACSL3	ENSG00000123983.14
9021	ENSG00000123989	79586	CHPF	ENSG00000123989.14
9022	ENSG00000123992	23549	DNPEP	ENSG00000123992.19
9023	ENSG00000123999	3623	INHA	ENSG00000123999.5
9024	ENSG00000124003	116255	MOGAT1	ENSG00000124003.13
9025	ENSG00000124006	23363	OBSL1	ENSG00000124006.15
9026	ENSG00000124019	79843	FAM124B	ENSG00000124019.10
9027	ENSG00000127824	7277	TUBA4A	ENSG00000127824.14
9028	ENSG00000127831	7429	VIL1	ENSG00000127831.11
9029	ENSG00000127837	14	AAMP	ENSG00000127837.9
9030	ENSG00000127838	25953	PNKD	ENSG00000127838.14
9031	ENSG00000135898	9290	GPR55	ENSG00000135898.10
9032	ENSG00000135899	3431	SP110	ENSG00000135899.17
9033	ENSG00000135900	65080	MRPL44	ENSG00000135900.4
9034	ENSG00000135902	1144	CHRND	ENSG00000135902.10
9035	ENSG00000135903	5077	PAX3	ENSG00000135903.19
9036	ENSG00000135905	55619	DOCK10	ENSG00000135905.19
9037	ENSG00000135912	9654	TTLL4	ENSG00000135912.11
9038	ENSG00000135913	57695	USP37	ENSG00000135913.11
9039	ENSG00000135914	3357	HTR2B	ENSG00000135914.6
9040	ENSG00000135916	81618	ITM2C	ENSG00000135916.16
9041	ENSG00000135917	80704	SLC19A3	ENSG00000135917.15
9042	ENSG00000135919	5270	SERPINE2	ENSG00000135919.13
9043	ENSG00000135924	3300	DNAJB2	ENSG00000135924.15
9044	ENSG00000135925	80326	WNT10A	ENSG00000135925.9
9045	ENSG00000135926	64114	TMBIM1	ENSG00000135926.15
9046	ENSG00000135929	1593	CYP27A1	ENSG00000135929.9
9047	ENSG00000135930	9470	EIF4E2	ENSG00000135930.14
9048	ENSG00000135931	80210	ARMC9	ENSG00000135931.17
9049	ENSG00000135932	51719	CAB39	ENSG00000135932.11
9050	ENSG00000138363	471	ATIC	ENSG00000138363.15
9051	ENSG00000138375	50485	SMARCAL1	ENSG00000138375.13
9052	ENSG00000138376	580	BARD1	ENSG00000138376.11
9053	ENSG00000138400	130752	MDH1B	ENSG00000138400.13
9054	ENSG00000138413	3417	IDH1	ENSG00000138413.13
9055	ENSG00000144401	151194	METTL21A	ENSG00000144401.14
9056	ENSG00000144406	285175	UNC80	ENSG00000144406.19
9057	ENSG00000144407	5746	PTH2R	ENSG00000144407.9
9058	ENSG00000144410	130749	CPO	ENSG00000144410.5
9059	ENSG00000144445	151050	KANSL1L	ENSG00000144445.17
9060	ENSG00000144451	79582	SPAG16	ENSG00000144451.19
9061	ENSG00000144452	26154	ABCA12	ENSG00000144452.15
9062	ENSG00000144460	57624	NYAP2	ENSG00000144460.12
9063	ENSG00000144468	84236	RHBDD1	ENSG00000144468.17
9064	ENSG00000144524	64708	COPS7B	ENSG00000144524.17
9065	ENSG00000144535	129563	DIS3L2	ENSG00000144535.19
9066	ENSG00000144567	79137	RETREG2	ENSG00000144567.11
9067	ENSG00000144579	58190	CTDSP1	ENSG00000144579.7
9068	ENSG00000144580	9125	CNOT9	ENSG00000144580.13
9069	ENSG00000144583	57574	MARCHF4	ENSG00000144583.5
9070	ENSG00000144589	114790	STK11IP	ENSG00000144589.22
9071	ENSG00000144591	29926	GMPPA	ENSG00000144591.18
9072	ENSG00000152049	23704	KCNE4	ENSG00000152049.6
9073	ENSG00000152056	130340	AP1S3	ENSG00000152056.17
9074	ENSG00000153820	80309	SPHKAP	ENSG00000153820.13
9075	ENSG00000153823	55022	PID1	ENSG00000153823.18
9076	ENSG00000153827	9320	TRIP12	ENSG00000153827.13
9077	ENSG00000153832	130888	FBXO36	ENSG00000153832.12
9078	ENSG00000156966	93010	B3GNT7	ENSG00000156966.7
9079	ENSG00000156973	5147	PDE6D	ENSG00000156973.14
9080	ENSG00000158428	375307	CATIP	ENSG00000158428.4
9081	ENSG00000158552	130617	ZFAND2B	ENSG00000158552.13
9082	ENSG00000163053	151473	SLC16A14	ENSG00000163053.11
9084	ENSG00000163082	130367	SGPP2	ENSG00000163082.10
9085	ENSG00000163249	151195	CCNYL1	ENSG00000163249.12
9086	ENSG00000163251	7855	FZD5	ENSG00000163251.4
9087	ENSG00000163254	1420	CRYGC	ENSG00000163254.5
9088	ENSG00000163273	4880	NPPC	ENSG00000163273.4
9089	ENSG00000163283	250	ALPP	ENSG00000163283.7
9090	ENSG00000163286	251	ALPG	ENSG00000163286.9
9091	ENSG00000163295	248	ALPI	ENSG00000163295.5
9092	ENSG00000163449	92691	TMEM169	ENSG00000163449.11
9093	ENSG00000163464	3577	CXCR1	ENSG00000163464.8
9094	ENSG00000163466	10109	ARPC2	ENSG00000163466.16
9095	ENSG00000163481	64320	RNF25	ENSG00000163481.8
9096	ENSG00000163482	27148	STK36	ENSG00000163482.12
9097	ENSG00000163497	54738	FEV	ENSG00000163497.3
9098	ENSG00000163499	1412	CRYBA2	ENSG00000163499.12
9099	ENSG00000163501	3549	IHH	ENSG00000163501.7
9100	ENSG00000163516	55139	ANKZF1	ENSG00000163516.14
9101	ENSG00000163521	79411	GLB1L	ENSG00000163521.16
9102	ENSG00000168530	4632	MYL1	ENSG00000168530.16
9103	ENSG00000168582	1418	CRYGA	ENSG00000168582.5
9104	ENSG00000168918	3635	INPP5D	ENSG00000168918.14
9105	ENSG00000168955	79853	TM4SF20	ENSG00000168955.4
9106	ENSG00000168958	56947	MFF	ENSG00000168958.19
9107	ENSG00000169031	1285	COL4A3	ENSG00000169031.20
9108	ENSG00000169047	3667	IRS1	ENSG00000169047.5
9109	ENSG00000171450	8941	CDK5R2	ENSG00000171450.6
9110	ENSG00000171551	9427	ECEL1	ENSG00000171551.12
9111	ENSG00000171596	10316	NMUR1	ENSG00000171596.7
9112	ENSG00000171951	7857	SCG2	ENSG00000171951.5
9114	ENSG00000173692	5707	PSMD1	ENSG00000173692.13
9115	ENSG00000173699	130560	SPATA3	ENSG00000173699.16
9116	ENSG00000173744	3267	AGFG1	ENSG00000173744.17
9117	ENSG00000174453	402117	VWC2L	ENSG00000174453.10
9118	ENSG00000175084	1674	DES	ENSG00000175084.12
9120	ENSG00000177673	165100	TEX44	ENSG00000177673.4
9121	ENSG00000178385	389072	PLEKHM3	ENSG00000178385.15
9122	ENSG00000178568	2066	ERBB4	ENSG00000178568.15
9123	ENSG00000179921	151306	GPBAR1	ENSG00000179921.15
9124	ENSG00000180871	3579	CXCR2	ENSG00000180871.8
9125	ENSG00000181378	255101	CFAP65	ENSG00000181378.14
9127	ENSG00000182187	1419	CRYGB	ENSG00000182187.4
9128	ENSG00000182600	389084	SNORC	ENSG00000182600.9
9129	ENSG00000182698	389075	RESP18	ENSG00000182698.12
9133	ENSG00000185404	93349	SP140L	ENSG00000185404.16
9134	ENSG00000187514	5757	PTMA	ENSG00000187514.16
9135	ENSG00000187736	79840	NHEJ1	ENSG00000187736.12
9136	ENSG00000187957	92737	DNER	ENSG00000187957.8
9137	ENSG00000188282	285180	RUFY4	ENSG00000188282.12
9138	ENSG00000188674	389073	C2orf80	ENSG00000188674.11
9139	ENSG00000188760	130612	TMEM198	ENSG00000188760.10
9141	ENSG00000196811	1146	CHRNG	ENSG00000196811.13
9143	ENSG00000197713	6120	RPE	ENSG00000197713.15
9144	ENSG00000197756	6168	RPL37A	ENSG00000197756.10
9145	ENSG00000198925	79065	ATG9A	ENSG00000198925.12
9165	ENSG00000204120	26058	GIGYF2	ENSG00000204120.14
9167	ENSG00000204128	257407	C2orf72	ENSG00000204128.6
9183	ENSG00000213901	151295	SLC23A3	ENSG00000213901.10
9188	ENSG00000221944	200765	TIGD1	ENSG00000221944.8
9342	ENSG00000237412	646960	PRSS56	ENSG00000237412.7
9362	ENSG00000243910	80086	TUBA4B	ENSG00000243910.8
9452	ENSG00000286095	100996693	SPEGNB	ENSG00000286095.1
9472	ENSG00000006607	9855	FARP2	ENSG00000006607.14
9473	ENSG00000063660	2817	GPC1	ENSG00000063660.9
9474	ENSG00000065802	51665	ASB1	ENSG00000065802.12
9475	ENSG00000068024	9759	HDAC4	ENSG00000068024.16
9476	ENSG00000070950	56852	RAD18	ENSG00000070950.10
9477	ENSG00000071282	29995	LMCD1	ENSG00000071282.12
9478	ENSG00000071677	51052	PRLH	ENSG00000071677.1
9479	ENSG00000072080	6694	SPP2	ENSG00000072080.11
9480	ENSG00000072756	51095	TRNT1	ENSG00000072756.17
9481	ENSG00000075975	23609	MKRN2	ENSG00000075975.16
9482	ENSG00000077044	8527	DGKD	ENSG00000077044.10
9483	ENSG00000085978	55054	ATG16L1	ENSG00000085978.22
9484	ENSG00000085982	55230	USP40	ENSG00000085982.13
9485	ENSG00000088726	55287	TMEM40	ENSG00000088726.16
9486	ENSG00000091181	3568	IL5RA	ENSG00000091181.19
9487	ENSG00000092345	1618	DAZL	ENSG00000092345.13
9488	ENSG00000113851	51185	CRBN	ENSG00000113851.14
9489	ENSG00000114026	4968	OGG1	ENSG00000114026.21
9490	ENSG00000115648	79083	MLPH	ENSG00000115648.14
9491	ENSG00000115677	3069	HDLBP	ENSG00000115677.17
9492	ENSG00000115685	5510	PPP1R7	ENSG00000115685.15
9493	ENSG00000115687	23178	PASK	ENSG00000115687.13
9494	ENSG00000115694	10494	STK25	ENSG00000115694.15
9495	ENSG00000122085	130916	MTERF4	ENSG00000122085.17
9496	ENSG00000123485	55355	HJURP	ENSG00000123485.12
9497	ENSG00000124831	9208	LRRFIP1	ENSG00000124831.19
9499	ENSG00000124839	64284	RAB17	ENSG00000124839.13
9500	ENSG00000125037	55831	EMC3	ENSG00000125037.12
9501	ENSG00000125046	51066	SSUH2	ENSG00000125046.15
9502	ENSG00000130147	23677	SH3BP4	ENSG00000130147.16
9503	ENSG00000130294	547	KIF1A	ENSG00000130294.16
9504	ENSG00000130414	4705	NDUFA10	ENSG00000130414.12
9505	ENSG00000130561	6295	SAG	ENSG00000130561.17
9506	ENSG00000131368	64432	MRPS25	ENSG00000131368.8
9507	ENSG00000131370	9467	SH3BP5	ENSG00000131370.16
9508	ENSG00000131373	26061	HACL1	ENSG00000131373.15
9509	ENSG00000131374	9779	TBC1D5	ENSG00000131374.14
9510	ENSG00000131375	23473	CAPN7	ENSG00000131375.10
9511	ENSG00000131378	23180	RFTN1	ENSG00000131378.14
9512	ENSG00000131379	84077	C3orf20	ENSG00000131379.10
9513	ENSG00000131381	64145	RBSN	ENSG00000131381.12
9514	ENSG00000131386	117248	GALNT15	ENSG00000131386.19
9515	ENSG00000131389	6533	SLC6A6	ENSG00000131389.17
9516	ENSG00000132155	5894	RAF1	ENSG00000132155.12
9517	ENSG00000132164	6538	SLC6A11	ENSG00000132164.10
9518	ENSG00000132170	5468	PPARG	ENSG00000132170.21
9519	ENSG00000132182	23225	NUP210	ENSG00000132182.12
9520	ENSG00000132321	79781	IQCA1	ENSG00000132321.17
9521	ENSG00000132323	80895	ILKAP	ENSG00000132323.9
9522	ENSG00000132326	8864	PER2	ENSG00000132326.12
9523	ENSG00000132329	10267	RAMP1	ENSG00000132329.11
9524	ENSG00000132330	51540	SCLY	ENSG00000132330.18
9525	ENSG00000134070	3656	IRAK2	ENSG00000134070.5
9526	ENSG00000134072	8536	CAMK1	ENSG00000134072.11
9527	ENSG00000134077	25917	THUMPD3	ENSG00000134077.16
9528	ENSG00000134086	7428	VHL	ENSG00000134086.7
9529	ENSG00000134107	8553	BHLHE40	ENSG00000134107.5
9530	ENSG00000134108	55207	ARL8B	ENSG00000134108.13
9531	ENSG00000134109	9695	EDEM1	ENSG00000134109.11
9532	ENSG00000134115	27255	CNTN6	ENSG00000134115.13
9533	ENSG00000134121	10752	CHL1	ENSG00000134121.10
9534	ENSG00000142327	57140	RNPEPL1	ENSG00000142327.13
9535	ENSG00000142330	11132	CAPN10	ENSG00000142330.20
9536	ENSG00000144455	285362	SUMF1	ENSG00000144455.14
9537	ENSG00000144476	57007	ACKR3	ENSG00000144476.6
9538	ENSG00000144481	79054	TRPM8	ENSG00000144481.17
9539	ENSG00000144485	55502	HES6	ENSG00000144485.11
9540	ENSG00000144488	339768	ESPNL	ENSG00000144488.15
9541	ENSG00000144504	51281	ANKMY1	ENSG00000144504.15
9542	ENSG00000144550	151835	CPNE9	ENSG00000144550.13
9543	ENSG00000144554	2177	FANCD2	ENSG00000144554.10
9544	ENSG00000144559	132001	TAMM41	ENSG00000144559.10
9545	ENSG00000144560	9686	VGLL4	ENSG00000144560.15
9546	ENSG00000144596	80852	GRIP2	ENSG00000144596.13
9547	ENSG00000144597	85403	EAF1	ENSG00000144597.14
9548	ENSG00000144619	152330	CNTN4	ENSG00000144619.15
9549	ENSG00000144711	9922	IQSEC1	ENSG00000144711.16
9550	ENSG00000144712	23066	CAND2	ENSG00000144712.12
9551	ENSG00000144713	6161	RPL32	ENSG00000144713.13
9552	ENSG00000146205	50636	ANO7	ENSG00000146205.13
9553	ENSG00000150995	3708	ITPR1	ENSG00000150995.19
9554	ENSG00000154252	64090	GAL3ST2	ENSG00000154252.12
9555	ENSG00000154743	80746	TSEN2	ENSG00000154743.18
9556	ENSG00000154764	7476	WNT7A	ENSG00000154764.6
9557	ENSG00000154767	7508	XPC	ENSG00000154767.14
9558	ENSG00000154781	51244	CCDC174	ENSG00000154781.16
9559	ENSG00000154783	152273	FGD5	ENSG00000154783.12
9560	ENSG00000154813	285381	DPH3	ENSG00000154813.10
9561	ENSG00000154814	92106	OXNAD1	ENSG00000154814.14
9562	ENSG00000154822	23228	PLCL2	ENSG00000154822.18
9563	ENSG00000156959	375323	LHFPL4	ENSG00000156959.9
9564	ENSG00000156983	7862	BRPF1	ENSG00000156983.16
9565	ENSG00000156990	285367	RPUSD3	ENSG00000156990.14
